Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
10577,4203370705,Airborntrey (4/20),0,254.25,C Victor Wembanyama F Eugene Omoruyi G Cam Thomas PF Oshae Brissett PG Jrue Holiday SF Kawhi Leonard SG Jordan Poole UTIL Richaun Holmes,,,
10577,4203395937,thechek182 (12/20),0,254.25,C Richaun Holmes F Jalen Johnson G Jrue Holiday PF Al Horford PG Jordan Poole SF Kawhi Leonard SG Justin Champagnie UTIL Nic Claxton,,,
10577,4203395939,thechek182 (14/20),0,254.25,C Wendell Carter Jr. F Kawhi Leonard G Sam Hauser PF Corey Kispert PG Jalen Suggs SF Jayson Tatum SG Justin Champagnie UTIL Nic Claxton,,,
10577,4203398361,kat876,0,254.25,C Al Horford F Joe Ingles G Payton Pritchard PF Dorian Finney-Smith PG Dejounte Murray SF Jayson Tatum SG Paul George UTIL Blake Wesley,,,
10577,4203401194,Napagreen (4/4),0,254.25,C Jontay Porter F Jeremy Sochan G Dennis Schroder PF Paolo Banchero PG Jrue Holiday SF Franz Wagner SG Sam Hauser UTIL Wendell Carter Jr.,,,
10577,4203449106,mtg0323,0,254.25,C Al Horford F Paul George G Jalen Suggs PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
10577,4203498296,tmarfia (10/15),0,254.25,C Nic Claxton F Al Horford G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Cam Thomas,,,
10577,4203507847,OrangeSwarm5 (3/3),0,254.25,C Wendell Carter Jr. F Al Horford G Jrue Holiday PF Corey Kispert PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Jordan Poole,,,
10577,4203597213,bric75 (20/20),0,254.25,C Wendell Carter Jr. F Franz Wagner G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Cam Thomas UTIL Clint Capela,,,
10577,4203603033,bobbyb28,0,254.25,C Luke Kornet F Paolo Banchero G Jalen Suggs PF Corey Kispert PG Jordan Poole SF De'Andre Hunter SG Cam Thomas UTIL Gary Trent Jr.,,,
10577,4203672092,Pwohkeikei,0,254.25,C Nic Claxton F Al Horford G Bones Hyland PF Jalen Johnson PG Jrue Holiday SF De'Andre Hunter SG Cam Thomas UTIL Sam Hauser,,,
10577,4203680636,gophils42 (14/20),0,254.25,C Richaun Holmes F Kawhi Leonard G Jared Butler PF Patrick Baldwin Jr. PG Jrue Holiday SF Paul George SG Sam Hauser UTIL Dejounte Murray,,,
10577,4203687554,morlune (20/20),0,254.25,C Nic Claxton F Al Horford G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Cam Thomas,,,
10577,4203758626,calykid29 (1/5),0,254.25,C Wendell Carter Jr. F Jayson Tatum G Payton Pritchard PF Al Horford PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Corey Kispert,,,
10577,4203769132,cface23 (4/5),0,254.25,C Wendell Carter Jr. F Sam Hauser G Payton Pritchard PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Corey Kispert,,,
10577,4203798637,Creekindianwarriors (1/2),0,254.25,C Victor Wembanyama F Garrison Mathews G Tre Jones PF Amir Coffey PG Jrue Holiday SF Franz Wagner SG Gary Trent Jr. UTIL Nic Claxton,,,
10577,4203839265,Tyrone2345 (16/20),0,254.25,C Wendell Carter Jr. F Corey Kispert G Jrue Holiday PF Al Horford PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Jordan Poole,,,
10577,4203883676,ShadyGoat (6/20),0,254.25,C Ivica Zubac F Bogdan Bogdanovic G Jordan Poole PF Patrick Baldwin Jr. PG Jalen Suggs SF Jayson Tatum SG Gary Trent Jr. UTIL Dennis Schroder,,,
10577,4203898824,nativerams,0,254.25,C Al Horford F Corey Kispert G Jrue Holiday PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Jordan Poole UTIL Wendell Carter Jr.,,,
10577,4203910582,bgup78 (3/20),0,254.25,C Richaun Holmes F Paolo Banchero G Jrue Holiday PF Al Horford PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Wendell Carter Jr.,,,
10577,4203910640,Mibach02 (4/20),0,254.25,C Wendell Carter Jr. F Eugene Omoruyi G Payton Pritchard PF Paolo Banchero PG Jrue Holiday SF Jayson Tatum SG Sam Hauser UTIL Ivica Zubac,,,
10577,4203911106,averydeuce (15/20),0,254.25,C Victor Wembanyama F Corey Kispert G Jared Butler PF Eugene Omoruyi PG Payton Pritchard SF Kawhi Leonard SG Cam Thomas UTIL Jrue Holiday,,,
10577,4203940384,the0ne33 (6/20),0,254.25,C Nic Claxton F Al Horford G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Cam Thomas,,,
10577,4203941217,rino28 (14/20),0,254.25,C Wendell Carter Jr. F Sam Hauser G Payton Pritchard PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Corey Kispert,,,
10577,4203955347,meholol (11/20),0,254.25,C Richaun Holmes F Al Horford G Paul George PF Patrick Baldwin Jr. PG Devin Vassell SF Franz Wagner SG Cam Thomas UTIL Wendell Carter Jr.,,,
10577,4203964007,Weseywes (12/12),0,254.25,C Xavier Tillman F Patrick Baldwin Jr. G Immanuel Quickley PF Jayson Tatum PG Jrue Holiday SF Paul George SG Jordan Poole UTIL Justin Champagnie,,,
10577,4203964558,GaryT818 (2/5),0,254.25,C Al Horford F Corey Kispert G Payton Pritchard PF Jayson Tatum PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Wendell Carter Jr.,,,
10577,4203986726,Bombi_88 (1/2),0,254.25,C Wendell Carter Jr. F Bogdan Bogdanovic G Sam Hauser PF Jayson Tatum PG Jrue Holiday SF Paul George SG Justin Champagnie UTIL Richaun Holmes,,,
10577,4203991460,Mr_SixSeven (1/4),0,254.25,C Richaun Holmes F Franz Wagner G Gary Trent Jr. PF Paolo Banchero PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Oshae Brissett,,,
10577,4204001757,Trudi0247 (15/20),0,254.25,C Wendell Carter Jr. F Mikal Bridges G Devin Vassell PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
10577,4204009945,dariuszsavar (7/8),0,254.25,C Ivica Zubac F Jordan Nwora G Jrue Holiday PF Al Horford PG Tre Jones SF Mikal Bridges SG Sam Hauser UTIL Jayson Tatum,,,
10577,4204015042,waynedell (19/20),0,254.25,C Al Horford F Corey Kispert G Payton Pritchard PF Jayson Tatum PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Wendell Carter Jr.,,,
10577,4204029522,dukeluv43,0,254.25,C Al Horford F Jayson Tatum G Gary Trent Jr. PF Amir Coffey PG Jrue Holiday SF Jeremy Sochan SG Jordan Poole UTIL Sam Hauser,,,
10577,4204029602,Rabrab0219,0,254.25,C Clint Capela F Keldon Johnson G Cam Thomas PF Paolo Banchero PG Jrue Holiday SF Bruce Brown SG Sam Hauser UTIL Bones Hyland,,,
10614,4203113365,rubbsy (19/20),0,254,C Ivica Zubac F Kawhi Leonard G Jordan Poole PF Corey Kispert PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Cam Thomas,,,
10614,4203351649,tomc2786 (3/6),0,254,C Ivica Zubac F Jalen Johnson G Cam Thomas PF Dorian Finney-Smith PG Bones Hyland SF Paul George SG Devin Vassell UTIL Zach Collins,,,
10614,4203363927,TitanUp05 (8/20),0,254,C Moritz Wagner F Al Horford G Jrue Holiday PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Devin Vassell UTIL Kawhi Leonard,,,
10614,4203386836,Boggs123 (2/10),0,254,C Eugene Omoruyi F Paolo Banchero G Jrue Holiday PF Corey Kispert PG Payton Pritchard SF Jayson Tatum SG Cam Thomas UTIL Patrick Baldwin Jr.,,,
10614,4203443555,peyton211,0,254,C Zach Collins F De'Andre Hunter G Paul George PF Cameron Johnson PG Dennis Smith Jr. SF Kawhi Leonard SG Cam Thomas UTIL Tre Jones,,,
10614,4203446041,ducatidon617 (1/2),0,254,C Bruno Fernando F Jeremy Sochan G Tre Jones PF Al Horford PG Dejounte Murray SF Paul George SG Gary Trent Jr. UTIL Justin Champagnie,,,
10614,4203500765,blackout8 (17/20),0,254,C Al Horford F Eugene Omoruyi G Cam Thomas PF Jayson Tatum PG Jared Butler SF Franz Wagner SG Justin Champagnie UTIL Kawhi Leonard,,,
10614,4203502954,kalsebastian,0,254,C Wendell Carter Jr. F Sam Hauser G Gary Trent Jr. PF Al Horford PG Tre Jones SF Kawhi Leonard SG Cam Thomas UTIL Ivica Zubac,,,
10614,4203516266,robbwarren1231 (1/2),0,254,C Wendell Carter Jr. F Sam Hauser G Jrue Holiday PF Al Horford PG Jalen Suggs SF Franz Wagner SG Cam Thomas UTIL Clint Capela,,,
10614,4203565957,knucks52 (10/20),0,254,C Wendell Carter Jr. F Patrick Baldwin Jr. G Paul George PF Jayson Tatum PG Jrue Holiday SF Kawhi Leonard SG Justin Champagnie UTIL Jontay Porter,,,
10614,4203569528,KWDub88 (5/7),0,254,C Victor Wembanyama F Eugene Omoruyi G Gradey Dick PF Patrick Baldwin Jr. PG Dejounte Murray SF Jeremy Sochan SG Cam Thomas UTIL Richaun Holmes,,,
10614,4203570326,Shaikh302 (14/20),0,254,C Xavier Tillman F Patrick Baldwin Jr. G Dejounte Murray PF Eugene Omoruyi PG Jrue Holiday SF Jayson Tatum SG Sam Hauser UTIL Paul George,,,
10614,4203584539,bkreider (10/20),0,254,C Wendell Carter Jr. F Jayson Tatum G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Franz Wagner SG Justin Champagnie UTIL Devin Vassell,,,
10614,4203670195,theshadowboss (2/3),0,254,C Al Horford F Sam Hauser G Justin Champagnie PF Jayson Tatum PG Jrue Holiday SF Paul George SG Gary Trent Jr. UTIL Bones Hyland,,,
10614,4203687553,morlune (19/20),0,254,C Ivica Zubac F Kawhi Leonard G Jordan Poole PF Corey Kispert PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Cam Thomas,,,
10614,4203687648,RealTr3y (20/20),0,254,C Wendell Carter Jr. F Jalen Johnson G James Harden PF Eugene Omoruyi PG Jared Butler SF Sam Hauser SG Devin Vassell UTIL Kawhi Leonard,,,
10614,4203749487,Dsmoothcriminal (18/20),0,254,C Jontay Porter F Kawhi Leonard G Paul George PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Wendell Carter Jr.,,,
10614,4203770466,homieomid,0,254,C Jontay Porter F Lonnie Walker IV G Bogdan Bogdanovic PF Paolo Banchero PG Cole Anthony SF Paul George SG Cam Thomas UTIL Clint Capela,,,
10614,4203790775,WilliamOccam,0,254,C Al Horford F Bruce Brown G Paul George PF Corey Kispert PG Dejounte Murray SF Sam Hauser SG Jordan Poole UTIL Justin Champagnie,,,
10614,4203794869,edmonk777,0,254,C Victor Wembanyama F Dorian Finney-Smith G Tre Jones PF Cameron Johnson PG Dennis Schroder SF Amir Coffey SG Paul George UTIL Bones Hyland,,,
10614,4203796984,ajkeller13 (3/12),0,254,C Richaun Holmes F Al Horford G Cam Thomas PF Paolo Banchero PG Bones Hyland SF Franz Wagner SG Sam Hauser UTIL Gary Trent Jr.,,,
10614,4203813542,arkady98 (3/3),0,254,C Nic Claxton F Keldon Johnson G Bruce Brown PF Jordan Nwora PG Tre Jones SF Kawhi Leonard SG Paul George UTIL Jalen Suggs,,,
10614,4203922663,dvcowboys,0,254,C Clint Capela F Bogdan Bogdanovic G Gary Trent Jr. PF De'Andre Hunter PG Jordan Poole SF Jeremy Sochan SG Dennis Schroder UTIL Al Horford,,,
10614,4203932024,PuttmastaC (3/3),0,254,C Richaun Holmes F Franz Wagner G Jrue Holiday PF Corey Kispert PG Dejounte Murray SF Sam Hauser SG Jordan Poole UTIL Payton Pritchard,,,
10614,4203958967,schaszberger (1/3),0,254,C Ivica Zubac F Jayson Tatum G Jalen Suggs PF Al Horford PG Jrue Holiday SF Paul George SG Justin Champagnie UTIL Payton Pritchard,,,
10614,4203960048,tjanocko (1/5),0,254,C Victor Wembanyama F Oshae Brissett G Paul George PF Corey Kispert PG Dejounte Murray SF Ochai Agbaji SG Justin Champagnie UTIL Ivica Zubac,,,
10614,4204001744,Trudi0247 (2/20),0,254,C Richaun Holmes F Eugene Omoruyi G Paul George PF Oshae Brissett PG Jrue Holiday SF Franz Wagner SG Jordan Poole UTIL Victor Wembanyama,,,
10614,4204002443,dre44 (3/3),0,254,C Jontay Porter F Bruce Brown G Paul George PF Jayson Tatum PG Jrue Holiday SF Sam Hauser SG Gary Trent Jr. UTIL Richaun Holmes,,,
10614,4204008468,ant23t (19/20),0,254,C Ivica Zubac F Mikal Bridges G Vit Krejci PF Kawhi Leonard PG Tre Jones SF Keldon Johnson SG Cam Thomas UTIL Clint Capela,,,
10614,4204015639,onlyfants66 (19/20),0,254,C Jontay Porter F Oshae Brissett G Jordan Poole PF Jayson Tatum PG Jrue Holiday SF Franz Wagner SG Justin Champagnie UTIL Kawhi Leonard,,,
10614,4204023059,elmulah,0,254,C Al Horford F Keldon Johnson G Gradey Dick PF Cameron Johnson PG Jordan Poole SF Jayson Tatum SG Cam Thomas UTIL Jontay Porter,,,
10645,4203194782,Gwayneb1 (5/15),0,253.75,C Richaun Holmes F Kawhi Leonard G Jordan Poole PF Al Horford PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
10645,4203205742,dfsguru913,0,253.75,C Eugene Omoruyi F Jeremy Sochan G Cam Thomas PF Paolo Banchero PG Jrue Holiday SF Kawhi Leonard SG Jordan Poole UTIL Justin Champagnie,,,
10645,4203208483,siyu798 (16/20),0,253.75,C Wendell Carter Jr. F Paul George G Devin Vassell PF Moritz Wagner PG Jalen Suggs SF Kawhi Leonard SG Cam Thomas UTIL Jontay Porter,,,
10645,4203275552,lele13,0,253.75,C Jontay Porter F Julian Champagnie G Tre Jones PF Al Horford PG Jalen Suggs SF Paul George SG Gary Trent Jr. UTIL Victor Wembanyama,,,
10645,4203275591,MrLovelady (3/20),0,253.75,C Victor Wembanyama F Moritz Wagner G Justin Champagnie PF Oshae Brissett PG Immanuel Quickley SF Jayson Tatum SG Gradey Dick UTIL Jrue Holiday,,,
10645,4203287839,purplhazey (11/20),0,253.75,C Xavier Tillman F Paul George G Jared Butler PF Jayson Tatum PG Jrue Holiday SF Franz Wagner SG Sam Hauser UTIL Wendell Carter Jr.,,,
10645,4203290093,deftist (8/20),0,253.75,C Nic Claxton F Oshae Brissett G Immanuel Quickley PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
10645,4203301061,futurehendrix1 (17/20),0,253.75,C Nic Claxton F Kawhi Leonard G Jordan Poole PF Oshae Brissett PG Jalen Suggs SF Jayson Tatum SG Justin Champagnie UTIL Jrue Holiday,,,
10645,4203325225,RenegadeATL,0,253.75,C Al Horford F Dorian Finney-Smith G Bones Hyland PF Jalen Johnson PG Dejounte Murray SF Sam Hauser SG Paul George UTIL Amir Coffey,,,
10645,4203343127,mimsch,0,253.75,C Clint Capela F Corey Kispert G Cole Anthony PF Paolo Banchero PG Jordan Poole SF Keldon Johnson SG Dennis Schroder UTIL Jeremy Sochan,,,
10645,4203368308,West_Coast69,0,253.75,C Richaun Holmes F Kawhi Leonard G Gary Trent Jr. PF Paolo Banchero PG Jrue Holiday SF Sam Hauser SG Devin Vassell UTIL Oshae Brissett,,,
10645,4203384043,ShaKneeBoy (5/9),0,253.75,C Richaun Holmes F Al Horford G Dejounte Murray PF Kawhi Leonard PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Jrue Holiday,,,
10645,4203384996,mpsafranski (1/4),0,253.75,C Wendell Carter Jr. F Corey Kispert G Payton Pritchard PF Al Horford PG Tre Jones SF Paul George SG Devin Vassell UTIL Clint Capela,,,
10645,4203448521,Elfujitivo63,0,253.75,C Clint Capela F De'Andre Hunter G Jordan Poole PF Corey Kispert PG Dejounte Murray SF Bogdan Bogdanovic SG Sam Hauser UTIL Jontay Porter,,,
10645,4203476581,adsardin (11/20),0,253.75,C Richaun Holmes F Jayson Tatum G Payton Pritchard PF Al Horford PG Jrue Holiday SF Franz Wagner SG Jordan Poole UTIL Jared Butler,,,
10645,4203487998,ChingChing,0,253.75,C Luke Kornet F Sam Hauser G Jalen Suggs PF Corey Kispert PG Dejounte Murray SF Jayson Tatum SG Jordan Poole UTIL Wesley Matthews,,,
10645,4203496970,ilikericeandguac (18/20),0,253.75,C Nic Claxton F Kawhi Leonard G Jrue Holiday PF Oshae Brissett PG Jalen Suggs SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
10645,4203565134,SamBamCH (6/20),0,253.75,C Nic Claxton F Oshae Brissett G Jrue Holiday PF Jayson Tatum PG Jalen Suggs SF Kawhi Leonard SG Justin Champagnie UTIL Jordan Poole,,,
10645,4203583152,T_revor (14/20),0,253.75,C Al Horford F Oshae Brissett G Payton Pritchard PF Paolo Banchero PG Jrue Holiday SF Mikal Bridges SG Justin Champagnie UTIL Dejounte Murray,,,
10645,4203609985,nd_football (4/10),0,253.75,C Richaun Holmes F Al Horford G Gary Trent Jr. PF Corey Kispert PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
10645,4203663131,tckrush (15/20),0,253.75,C Al Horford F Mikal Bridges G Tre Jones PF Cameron Johnson PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Devin Vassell,,,
10645,4203670114,jlance24,0,253.75,C Wendell Carter Jr. F Jalen Johnson G Jalen Suggs PF De'Andre Hunter PG Devin Vassell SF Franz Wagner SG Bogdan Bogdanovic UTIL Jordan Nwora,,,
10645,4203671468,Bobe2004,0,253.75,C Victor Wembanyama F Gradey Dick G Bones Hyland PF Moritz Wagner PG Jordan Poole SF Keldon Johnson SG Paul George UTIL Al Horford,,,
10645,4203677649,YUPLIGHTWEIGHT (7/14),0,253.75,C Wendell Carter Jr. F Paul George G Sam Hauser PF Al Horford PG Jrue Holiday SF Jeremy Sochan SG Gary Trent Jr. UTIL Jordan Poole,,,
10645,4203690720,m7j4s7,0,253.75,C Victor Wembanyama F Moritz Wagner G Dennis Schroder PF Al Horford PG Immanuel Quickley SF Franz Wagner SG Terance Mann UTIL Oshae Brissett,,,
10645,4203700613,grod9618,0,253.75,C Clint Capela F Bruce Brown G Paul George PF Al Horford PG Jrue Holiday SF Sam Hauser SG Gary Trent Jr. UTIL Jeremy Sochan,,,
10645,4203705817,spundin (9/20),0,253.75,C Wendell Carter Jr. F Kawhi Leonard G Sam Hauser PF Eugene Omoruyi PG Dejounte Murray SF Jayson Tatum SG Justin Champagnie UTIL Richaun Holmes,,,
10645,4203762747,fatboy788 (13/20),0,253.75,C Wendell Carter Jr. F Corey Kispert G Paul George PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Sam Hauser UTIL Al Horford,,,
10645,4203766795,oneflapdown77 (3/14),0,253.75,C Richaun Holmes F Jayson Tatum G Jordan Poole PF Oshae Brissett PG Devin Vassell SF Franz Wagner SG Bogdan Bogdanovic UTIL Luke Kornet,,,
10645,4203791600,clzr (1/2),0,253.75,C Nic Claxton F Corey Kispert G Malaki Branham PF Jayson Tatum PG Dennis Schroder SF Gradey Dick SG Cam Thomas UTIL Sam Hauser,,,
10645,4203816287,Lashley30,0,253.75,C Clint Capela F Corey Kispert G Gary Trent Jr. PF Al Horford PG Dejounte Murray SF Sam Hauser SG Jordan Poole UTIL Richaun Holmes,,,
10645,4203817276,gmoney_69 (16/20),0,253.75,C Richaun Holmes F Paolo Banchero G Immanuel Quickley PF Oshae Brissett PG Jalen Suggs SF Jayson Tatum SG Jordan Poole UTIL Justin Champagnie,,,
10645,4203829905,star18.noel (17/20),0,253.75,C Richaun Holmes F Sam Hauser G Jrue Holiday PF Al Horford PG Dejounte Murray SF Kawhi Leonard SG Justin Champagnie UTIL Jordan Poole,,,
10645,4203889572,cserrano06 (4/20),0,253.75,C Ivica Zubac F Sam Hauser G Gary Harris PF Paolo Banchero PG Devin Vassell SF Kawhi Leonard SG Dennis Schroder UTIL Richaun Holmes,,,
10645,4203910925,Mibach02 (9/20),0,253.75,C Wendell Carter Jr. F Oshae Brissett G Payton Pritchard PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Devin Vassell UTIL Jordan Poole,,,
10645,4203916238,djonesemb (9/20),0,253.75,C Richaun Holmes F Paul George G Jared Butler PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Cam Thomas UTIL Nic Claxton,,,
10645,4203917487,jackboy49 (18/20),0,253.75,C Nic Claxton F Oshae Brissett G Immanuel Quickley PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
10645,4203934424,samsmiel444,0,253.75,C Al Horford F Cameron Johnson G Dennis Schroder PF Jeremy Sochan PG Jrue Holiday SF Franz Wagner SG Sam Hauser UTIL Clint Capela,,,
10645,4203942473,tweber222,0,253.75,C Victor Wembanyama F Gradey Dick G Sam Hauser PF Jeremy Sochan PG Jahmi'us Ramsey SF Julian Champagnie SG Bogdan Bogdanovic UTIL Jayson Tatum,,,
10645,4203954739,cubanb86 (8/9),0,253.75,C Richaun Holmes F Franz Wagner G Jrue Holiday PF Al Horford PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Jared Butler,,,
10645,4203955880,pedrocerrano,0,253.75,C Clint Capela F Jordan Nwora G Jordan Poole PF Al Horford PG Dejounte Murray SF Bogdan Bogdanovic SG Gary Trent Jr. UTIL Richaun Holmes,,,
10645,4203962715,BusinessDave (9/12),0,253.75,C Luke Kornet F Sam Hauser G Jalen Suggs PF Paolo Banchero PG Dejounte Murray SF Franz Wagner SG Cole Anthony UTIL Gradey Dick,,,
10645,4203978165,getloose (1/20),0,253.75,C Wendell Carter Jr. F Patrick Baldwin Jr. G Devin Vassell PF Paolo Banchero PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Richaun Holmes,,,
10645,4203978175,getloose (11/20),0,253.75,C Richaun Holmes F Patrick Baldwin Jr. G Bones Hyland PF Corey Kispert PG Devin Vassell SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
10645,4203984140,skip225,0,253.75,C Ivica Zubac F Paul George G Bogdan Bogdanovic PF Oshae Brissett PG Dejounte Murray SF Sam Hauser SG Justin Champagnie UTIL James Harden,,,
10645,4204007502,eparachute (5/10),0,253.75,C Ivica Zubac F Patrick Baldwin Jr. G James Harden PF Paolo Banchero PG Vit Krejci SF Jayson Tatum SG Justin Champagnie UTIL De'Andre Hunter,,,
10645,4204017861,9pindropdan,0,253.75,C Luke Kornet F Gradey Dick G Cole Anthony PF Kawhi Leonard PG Jalen Suggs SF Franz Wagner SG Sam Hauser UTIL Jayson Tatum,,,
10645,4204030124,williech1 (2/2),0,253.75,C Nic Claxton F Corey Kispert G Cam Thomas PF Al Horford PG Jrue Holiday SF Sam Hauser SG Gary Trent Jr. UTIL Clint Capela,,,
10693,4203275595,MrLovelady (7/20),0,253.5,C Victor Wembanyama F Oshae Brissett G Bogdan Bogdanovic PF Eugene Omoruyi PG Jalen Suggs SF Jayson Tatum SG Jordan Poole UTIL Richaun Holmes,,,
10693,4203320008,Felixaruiz (2/20),0,253.5,C Ivica Zubac F Jayson Tatum G Immanuel Quickley PF Eugene Omoruyi PG Payton Pritchard SF Franz Wagner SG Justin Champagnie UTIL Devin Vassell,,,
10693,4203347167,MsBrat23 (2/15),0,253.5,C Xavier Tillman F Corey Kispert G Justin Champagnie PF Jalen Johnson PG Dejounte Murray SF Kawhi Leonard SG Paul George UTIL Moritz Wagner,,,
10693,4203402047,Auggie35 (1/20),0,253.5,C Wendell Carter Jr. F Jeremy Sochan G Dejounte Murray PF Al Horford PG Tre Jones SF Sam Hauser SG Gary Trent Jr. UTIL De'Andre Hunter,,,
10693,4203432633,dmyers100,0,253.5,C Clint Capela F Bogdan Bogdanovic G Sam Hauser PF Corey Kispert PG Jrue Holiday SF Jeremy Sochan SG Gary Trent Jr. UTIL Jalen Johnson,,,
10693,4203450998,j12forheisman (14/20),0,253.5,C Jontay Porter F Oshae Brissett G Jrue Holiday PF Corey Kispert PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Victor Wembanyama,,,
10693,4203483664,liwvu13,0,253.5,C Clint Capela F Sam Hauser G Dennis Schroder PF Keldon Johnson PG Jrue Holiday SF Kawhi Leonard SG Gary Trent Jr. UTIL Corey Kispert,,,
10693,4203483712,EpicProblem (17/20),0,253.5,C Richaun Holmes F Paul George G Payton Pritchard PF Kawhi Leonard PG Jrue Holiday SF Mikal Bridges SG Jordan Poole UTIL Jared Butler,,,
10693,4203498297,tmarfia (11/15),0,253.5,C Jontay Porter F Corey Kispert G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Victor Wembanyama,,,
10693,4203500754,blackout8 (6/20),0,253.5,C Ivica Zubac F Kawhi Leonard G Payton Pritchard PF Paolo Banchero PG Jrue Holiday SF Sam Hauser SG Bogdan Bogdanovic UTIL Jared Butler,,,
10693,4203532822,cardsfan314816 (2/5),0,253.5,C Nic Claxton F Franz Wagner G Jalen Suggs PF Moritz Wagner PG Tre Jones SF Kawhi Leonard SG Cam Thomas UTIL Wendell Carter Jr.,,,
10693,4203565162,TonyaFay87,0,253.5,C Nic Claxton F Sam Hauser G Terance Mann PF Al Horford PG Jrue Holiday SF Franz Wagner SG Devin Vassell UTIL Dennis Schroder,,,
10693,4203589073,ndizzle77 (2/20),0,253.5,C Eugene Omoruyi F Patrick Baldwin Jr. G Jordan Poole PF Al Horford PG Dejounte Murray SF Jayson Tatum SG Cam Thomas UTIL Xavier Tillman,,,
10693,4203610996,Rubrik (4/20),0,253.5,C Jontay Porter F Kawhi Leonard G Jrue Holiday PF Keldon Johnson PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Wendell Carter Jr.,,,
10693,4203628410,opatlion (3/20),0,253.5,C Kelly Olynyk F Jayson Tatum G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Kawhi Leonard,,,
10693,4203643871,gopalpun,0,253.5,C Wendell Carter Jr. F Sam Hauser G Tre Jones PF Kawhi Leonard PG Immanuel Quickley SF Mikal Bridges SG Gary Trent Jr. UTIL Patrick Baldwin Jr.,,,
10693,4203659520,Flalife,0,253.5,C Jalen Johnson F Jalen McDaniels G Wesley Matthews PF Jordan Nwora PG Dejounte Murray SF Jayson Tatum SG Paul George UTIL P.J. Tucker,,,
10693,4203661122,markopoulosal (9/20),0,253.5,C Wendell Carter Jr. F Bogdan Bogdanovic G Payton Pritchard PF Eugene Omoruyi PG Jrue Holiday SF Jeremy Sochan SG Jordan Poole UTIL Victor Wembanyama,,,
10693,4203661126,markopoulosal (13/20),0,253.5,C Nic Claxton F Jalen Johnson G Jrue Holiday PF Eugene Omoruyi PG Payton Pritchard SF Gradey Dick SG Jordan Poole UTIL Dejounte Murray,,,
10693,4203667527,LuBe4u (2/2),0,253.5,C Richaun Holmes F Paul George G Devin Vassell PF Corey Kispert PG Jrue Holiday SF Sam Hauser SG Gary Trent Jr. UTIL Cam Thomas,,,
10693,4203685252,marcuswek (15/20),0,253.5,C Wendell Carter Jr. F Kawhi Leonard G Justin Champagnie PF Keldon Johnson PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Jontay Porter,,,
