Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
658,4203968218,R8DRFUENTES (5/5),0,325,C Victor Wembanyama F Patrick Baldwin Jr. G Dennis Schroder PF Keldon Johnson PG Jrue Holiday SF Paul George SG Sam Hauser UTIL Payton Pritchard,,,
669,4203278067,korhashamo (12/20),0,324.75,C Victor Wembanyama F Patrick Baldwin Jr. G Payton Pritchard PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
669,4203377301,zbrown250 (2/17),0,324.75,C Victor Wembanyama F De'Andre Hunter G Paul George PF Patrick Baldwin Jr. PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Jalen Johnson,,,
669,4203482174,kawhisenberg (18/20),0,324.75,C Jontay Porter F Patrick Baldwin Jr. G Cam Thomas PF Corey Kispert PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Victor Wembanyama,,,
669,4203803262,Hincetopher (5/20),0,324.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
669,4203815479,izzoneverdies,0,324.75,C Victor Wembanyama F Jayson Tatum G Gary Trent Jr. PF Patrick Baldwin Jr. PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Kawhi Leonard,,,
669,4203826730,uncool_dg (10/17),0,324.75,C Victor Wembanyama F Oshae Brissett G Jordan Poole PF Jayson Tatum PG Payton Pritchard SF Kawhi Leonard SG Justin Champagnie UTIL Patrick Baldwin Jr.,,,
669,4203838841,gutp (13/20),0,324.75,C Victor Wembanyama F Oshae Brissett G Payton Pritchard PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
669,4203913034,antrho1223 (8/15),0,324.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Kawhi Leonard SG Justin Champagnie UTIL Jayson Tatum,,,
669,4203922258,blough1992 (5/20),0,324.75,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
669,4203923177,tam_yelnats (4/10),0,324.75,C Victor Wembanyama F Patrick Baldwin Jr. G Payton Pritchard PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
669,4203941822,jeffwunsch,0,324.75,C Victor Wembanyama F Paul George G Gary Trent Jr. PF Jayson Tatum PG Terance Mann SF Johnny Davis SG Justin Champagnie UTIL Sam Hauser,,,
669,4203964149,neech74 (4/7),0,324.75,C Victor Wembanyama F Oshae Brissett G Justin Champagnie PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Kawhi Leonard,,,
681,4203361494,crsimons (18/20),0,324.5,C Luke Kornet F Kawhi Leonard G Paul George PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Gary Trent Jr. UTIL Victor Wembanyama,,,
681,4203526978,Gmenblitzers,0,324.5,C Victor Wembanyama F Paul George G Jalen Suggs PF Al Horford PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Devin Vassell,,,
681,4203552153,darkknyt (14/20),0,324.5,C Nic Claxton F Oshae Brissett G Paul George PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
681,4203583147,T_revor (9/20),0,324.5,C Al Horford F Paul George G Justin Champagnie PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Gary Trent Jr. UTIL Cam Thomas,,,
681,4203658354,Chucky560 (1/5),0,324.5,C Victor Wembanyama F Sam Hauser G Justin Champagnie PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Paul George UTIL Nic Claxton,,,
681,4203781482,checkmate4u (2/4),0,324.5,C Al Horford F Paul George G Justin Champagnie PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Gary Trent Jr. UTIL Cam Thomas,,,
681,4203966166,YJDJiii (17/20),0,324.5,C Victor Wembanyama F Paul George G Justin Champagnie PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Sam Hauser UTIL Nic Claxton,,,
681,4204017915,batmikecubs,0,324.5,C Nic Claxton F Keldon Johnson G Sam Hauser PF Jalen Johnson PG Jordan Poole SF Kawhi Leonard SG Gary Trent Jr. UTIL Payton Pritchard,,,
689,4203373608,RedScorpion1972 (12/20),0,324.25,C Victor Wembanyama F Al Horford G Payton Pritchard PF Kawhi Leonard PG Dennis Schroder SF Sam Hauser SG Gary Trent Jr. UTIL Justin Champagnie,,,
689,4203436614,inittobinkit (6/20),0,324.25,C Victor Wembanyama F Patrick Baldwin Jr. G Jrue Holiday PF Moritz Wagner PG Payton Pritchard SF Sam Hauser SG Cam Thomas UTIL Dejounte Murray,,,
689,4203482169,kawhisenberg (13/20),0,324.25,C Jalen Johnson F Sam Hauser G James Harden PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
689,4203495353,FomoYet (12/20),0,324.25,C Richaun Holmes F Kawhi Leonard G Jared Butler PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
689,4203621923,kevkev420 (1/2),0,324.25,C Victor Wembanyama F Patrick Baldwin Jr. G Jordan Poole PF Corey Kispert PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Luke Kornet,,,
689,4203706277,Stillwake (18/20),0,324.25,C Richaun Holmes F Kawhi Leonard G Payton Pritchard PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
689,4203780693,DaVanceDance44 (9/15),0,324.25,C Victor Wembanyama F Kawhi Leonard G Jared Butler PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Richaun Holmes,,,
689,4203780699,DaVanceDance44 (15/15),0,324.25,C Victor Wembanyama F Paul George G Cole Anthony PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Justin Champagnie,,,
689,4203834391,johnycashncheqz,0,324.25,C Victor Wembanyama F Kawhi Leonard G Jared Butler PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Richaun Holmes,,,
689,4203910229,nbrplaytime (5/20),0,324.25,C Jalen Johnson F Paul George G James Harden PF Oshae Brissett PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Jayson Tatum,,,
689,4203911096,averydeuce (5/20),0,324.25,C Victor Wembanyama F Moritz Wagner G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Sam Hauser SG Cam Thomas UTIL Dejounte Murray,,,
689,4203912835,ballzofsteal,0,324.25,C Richaun Holmes F Kawhi Leonard G Jared Butler PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
689,4203922262,blough1992 (9/20),0,324.25,C Richaun Holmes F Kawhi Leonard G Payton Pritchard PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
689,4203924506,miwills8 (3/11),0,324.25,C Jalen Johnson F Bogdan Bogdanovic G Justin Champagnie PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Dejounte Murray,,,
689,4203964538,GaryT818 (1/5),0,324.25,C Richaun Holmes F Kawhi Leonard G Payton Pritchard PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
689,4203979780,mak9177 (10/20),0,324.25,C Victor Wembanyama F Jalen Johnson G Jalen Suggs PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
689,4204005983,miked_666 (1/5),0,324.25,C Richaun Holmes F Kawhi Leonard G Jared Butler PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Victor Wembanyama,,,
706,4203284834,TheFreshNasty (6/20),0,324,C Victor Wembanyama F Jalen Johnson G Justin Champagnie PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Gary Trent Jr. UTIL Jared Butler,,,
706,4203407278,maccat33 (4/14),0,324,C Victor Wembanyama F Jalen Johnson G Justin Champagnie PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Gary Trent Jr.,,,
706,4203414692,maccat33 (7/14),0,324,C Victor Wembanyama F Jalen Johnson G Justin Champagnie PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Gary Trent Jr.,,,
706,4203459766,maccat33 (11/14),0,324,C Victor Wembanyama F Jalen Johnson G Justin Champagnie PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Gary Trent Jr.,,,
706,4203628646,sneuman (12/20),0,324,C Victor Wembanyama F Jayson Tatum G Dennis Schroder PF Patrick Baldwin Jr. PG Payton Pritchard SF Johnny Davis SG Justin Champagnie UTIL Kawhi Leonard,,,
706,4203909729,yungamctheking (9/20),0,324,C Victor Wembanyama F Paolo Banchero G Jordan Poole PF Al Horford PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Ivica Zubac,,,
706,4203957311,onemanbamd28 (8/20),0,324,C Victor Wembanyama F Jalen Johnson G Jared Butler PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Gary Trent Jr.,,,
706,4203984186,woodreb5 (1/5),0,324,C Victor Wembanyama F Oshae Brissett G Jrue Holiday PF Moritz Wagner PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Cam Thomas,,,
706,4203984938,johnnybravo01 (4/5),0,324,C Victor Wembanyama F Mikal Bridges G Payton Pritchard PF Moritz Wagner PG Jrue Holiday SF Jayson Tatum SG Sam Hauser UTIL Justin Champagnie,,,
706,4204022641,klink (4/5),0,324,C Victor Wembanyama F Jalen Johnson G Payton Pritchard PF Paolo Banchero PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Lonnie Walker IV,,,
716,4203258168,cb_hanson (17/20),0,323.75,C Nic Claxton F Eugene Omoruyi G Payton Pritchard PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
716,4203354923,ero84 (2/4),0,323.75,C Clint Capela F Paolo Banchero G Tre Jones PF Al Horford PG Payton Pritchard SF Sam Hauser SG Cam Thomas UTIL Jordan Poole,,,
716,4203674419,fonsi1977 (5/10),0,323.75,C Victor Wembanyama F Sam Hauser G Payton Pritchard PF Eugene Omoruyi PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Nic Claxton,,,
716,4203718002,itheblev (8/20),0,323.75,C Nic Claxton F Eugene Omoruyi G Payton Pritchard PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
716,4203725776,KMasonbx (19/20),0,323.75,C Richaun Holmes F Eugene Omoruyi G Cam Thomas PF Paolo Banchero PG Payton Pritchard SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
716,4203862462,uclaye (8/8),0,323.75,C Victor Wembanyama F Sam Hauser G Jared Butler PF Eugene Omoruyi PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Nic Claxton,,,
716,4203864980,ZQ1989 (8/20),0,323.75,C Victor Wembanyama F Moritz Wagner G Payton Pritchard PF Jayson Tatum PG Jared Butler SF Franz Wagner SG Justin Champagnie UTIL Devin Vassell,,,
716,4204031320,sdbolts1964,0,323.75,C Victor Wembanyama F Sam Hauser G Payton Pritchard PF Kawhi Leonard PG Tre Jones SF Bruce Brown SG Jordan Poole UTIL Jordan Nwora,,,
724,4203207691,kkatamneni0628 (10/20),0,323.5,C Victor Wembanyama F Eugene Omoruyi G Cam Thomas PF Al Horford PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Patrick Baldwin Jr.,,,
724,4203399466,Drew__Annas (13/20),0,323.5,C Victor Wembanyama F Oshae Brissett G Cam Thomas PF Patrick Baldwin Jr. PG Jared Butler SF Franz Wagner SG Sam Hauser UTIL Jayson Tatum,,,
724,4203416951,Brandon684,0,323.5,C Wendell Carter Jr. F Sam Hauser G Justin Champagnie PF Jayson Tatum PG Dennis Schroder SF Paul George SG Cam Thomas UTIL Payton Pritchard,,,
724,4203621327,aquafinatim (2/20),0,323.5,C Victor Wembanyama F Jayson Tatum G Cam Thomas PF Oshae Brissett PG Jared Butler SF Franz Wagner SG Sam Hauser UTIL Patrick Baldwin Jr.,,,
724,4203664719,HEADBUSSA32 (17/20),0,323.5,C Jalen Johnson F Jayson Tatum G Dejounte Murray PF Patrick Baldwin Jr. PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Al Horford,,,
724,4203911111,averydeuce (20/20),0,323.5,C Victor Wembanyama F Jalen Johnson G Jrue Holiday PF Eugene Omoruyi PG Payton Pritchard SF Sam Hauser SG Gary Trent Jr. UTIL Cam Thomas,,,
724,4203927185,JadedOne1 (8/20),0,323.5,C Victor Wembanyama F Patrick Baldwin Jr. G Dejounte Murray PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Keldon Johnson,,,
724,4203947583,pat41339 (5/8),0,323.5,C Clint Capela F Paul George G Dejounte Murray PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Oshae Brissett,,,
724,4203959851,williewalls (4/4),0,323.5,C Clint Capela F Oshae Brissett G Paul George PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
733,4203507846,OrangeSwarm5 (2/3),0,323.25,C Nic Claxton F Kawhi Leonard G Justin Champagnie PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Jordan Poole UTIL Gary Trent Jr.,,,
733,4203509606,marvalshot (8/8),0,323.25,C Jalen Johnson F Oshae Brissett G Paul George PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
733,4203556839,seanob52 (7/20),0,323.25,C Victor Wembanyama F Oshae Brissett G Payton Pritchard PF Paolo Banchero PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
733,4203646149,Irre (14/20),0,323.25,C Victor Wembanyama F Moritz Wagner G Payton Pritchard PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Sam Hauser UTIL Dejounte Murray,,,
733,4203722667,BrickHaus2 (8/20),0,323.25,C Victor Wembanyama F Moritz Wagner G Jared Butler PF Jayson Tatum PG Payton Pritchard SF Franz Wagner SG Sam Hauser UTIL Jalen Suggs,,,
733,4203835585,theboozeman21,0,323.25,C Victor Wembanyama F Bogdan Bogdanovic G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Sam Hauser SG Cam Thomas UTIL Clint Capela,,,
733,4203913041,antrho1223 (15/15),0,323.25,C Victor Wembanyama F Patrick Baldwin Jr. G Sam Hauser PF Oshae Brissett PG Payton Pritchard SF Kawhi Leonard SG Justin Champagnie UTIL Paolo Banchero,,,
733,4203927725,mda1976 (3/5),0,323.25,C Victor Wembanyama F Keldon Johnson G Payton Pritchard PF Jeremy Sochan PG Bones Hyland SF Sam Hauser SG Jordan Poole UTIL Jalen Johnson,,,
733,4203970816,chefty (4/4),0,323.25,C Richaun Holmes F Patrick Baldwin Jr. G Cam Thomas PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Sam Hauser UTIL Victor Wembanyama,,,
733,4203994637,Stixkola,0,323.25,C Luke Kornet F Moritz Wagner G Payton Pritchard PF Jayson Tatum PG Tre Jones SF Keldon Johnson SG Gary Trent Jr. UTIL Victor Wembanyama,,,
743,4203406559,Navid841801 (12/20),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G Sam Hauser PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL James Harden,,,
743,4203457351,clmabrey (10/11),0,323,C Victor Wembanyama F Jalen Johnson G Devin Vassell PF Oshae Brissett PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
743,4203594641,EggmansFinest (8/20),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G Justin Champagnie PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Sam Hauser UTIL James Harden,,,
743,4203628499,katandwiggy (1/6),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G James Harden PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Clint Capela,,,
743,4203642212,katandwiggy (2/6),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G James Harden PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Clint Capela,,,
743,4203642213,katandwiggy (3/6),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G James Harden PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Clint Capela,,,
743,4203642214,katandwiggy (4/6),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G James Harden PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Clint Capela,,,
743,4203642215,katandwiggy (5/6),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G James Harden PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Clint Capela,,,
743,4203642216,katandwiggy (6/6),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G James Harden PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Clint Capela,,,
743,4203697672,manfreez,0,323,C Victor Wembanyama F Kawhi Leonard G Dennis Schroder PF Moritz Wagner PG Payton Pritchard SF Jeremy Sochan SG Sam Hauser UTIL Gary Trent Jr.,,,
743,4203913038,antrho1223 (12/15),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G Sam Hauser PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL James Harden,,,
743,4203922260,blough1992 (7/20),0,323,C Victor Wembanyama F Patrick Baldwin Jr. G Sam Hauser PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL James Harden,,,
743,4203965031,jbirlew (3/8),0,323,C Victor Wembanyama F Oshae Brissett G Justin Champagnie PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Sam Hauser UTIL James Harden,,,
756,4203157770,Frrststhl (16/20),0,322.75,C Victor Wembanyama F Jalen Johnson G Justin Champagnie PF Oshae Brissett PG Jrue Holiday SF Paul George SG Jordan Poole UTIL Payton Pritchard,,,
756,4203207682,kkatamneni0628 (1/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Justin Champagnie,,,
756,4203208468,siyu798 (1/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
756,4203214455,connorsrick,0,322.75,C Victor Wembanyama F Corey Kispert G Jalen Suggs PF Jalen Johnson PG Payton Pritchard SF Sam Hauser SG Jordan Poole UTIL Keldon Johnson,,,
756,4203384834,hypegotti (19/20),0,322.75,C Victor Wembanyama F Patrick Baldwin Jr. G Devin Vassell PF Moritz Wagner PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Keldon Johnson,,,
756,4203406698,Jantzens (5/11),0,322.75,C Victor Wembanyama F Keldon Johnson G Justin Champagnie PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Payton Pritchard,,,
756,4203447126,MVanSlooten (2/7),0,322.75,C Victor Wembanyama F Patrick Baldwin Jr. G Justin Champagnie PF Al Horford PG Jared Butler SF Paul George SG Sam Hauser UTIL Jayson Tatum,,,
756,4203457344,clmabrey (3/11),0,322.75,C Victor Wembanyama F Paul George G Cam Thomas PF Oshae Brissett PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
756,4203483700,EpicProblem (5/20),0,322.75,C Victor Wembanyama F Patrick Baldwin Jr. G Payton Pritchard PF Jayson Tatum PG Jordan Poole SF Keldon Johnson SG Justin Champagnie UTIL Jrue Holiday,,,
756,4203516030,rtwcandy2021 (3/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
756,4203583199,soifasoif (2/20),0,322.75,C Moritz Wagner F Kawhi Leonard G Sam Hauser PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Victor Wembanyama,,,
756,4203606702,Drew8513,0,322.75,C Victor Wembanyama F Paul George G Cam Thomas PF Oshae Brissett PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
756,4203642180,davis2543 (9/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Jordan Poole PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Jrue Holiday,,,
756,4203668485,GoldenMonkey2011 (3/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
756,4203711750,chicksdigthewongball (11/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
756,4203722057,akumakill (3/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Jrue Holiday PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Jordan Poole,,,
756,4203803272,Hincetopher (15/20),0,322.75,C Victor Wembanyama F Moritz Wagner G Sam Hauser PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
756,4203813395,joeyfreddy (9/20),0,322.75,C Clint Capela F Paul George G Jordan Poole PF Jayson Tatum PG Payton Pritchard SF Sam Hauser SG Justin Champagnie UTIL Jrue Holiday,,,
756,4203828532,leznets2424,0,322.75,C Victor Wembanyama F Paul George G Cam Thomas PF Oshae Brissett PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
756,4203897889,kumarebel (16/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Justin Champagnie,,,
756,4203923936,byrnemichael21 (5/20),0,322.75,C Moritz Wagner F Oshae Brissett G Sam Hauser PF Jayson Tatum PG Jordan Poole SF Kawhi Leonard SG Justin Champagnie UTIL Victor Wembanyama,,,
756,4203930201,huskerdoc (11/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Jordan Poole PF Patrick Baldwin Jr. PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Jrue Holiday,,,
756,4203948527,Weseywes (5/12),0,322.75,C Victor Wembanyama F Keldon Johnson G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Justin Champagnie,,,
756,4203961943,DaDood11 (1/10),0,322.75,C Victor Wembanyama F Keldon Johnson G Jrue Holiday PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Payton Pritchard,,,
756,4203988180,check_80 (14/20),0,322.75,C Victor Wembanyama F Keldon Johnson G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Justin Champagnie,,,
